#Acq. time (s)=	15
#Accumulations=	4
#Range (cm-¹)=	50...4000
#Windows=	3
#Autofocus=	Off
#AutoExposure=	Off
#Spike filter=	Multiple accum.
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Instrument=	LabRAM HR Evol
#Detector=	Syncerity OE
#Objective=	x100_VIS
#Grating=	600 (500nm)
#ND Filter=	5%
#Laser=	532nm_Edge
#Hole=	100.021
#Range=	Visible
#Project=	Omar
#Sample=	120523
#Site=	ap
#Title=	mz
#Remark=	5 laser intensity
#Date=	12.05.2023 17:28
#Acquired=	12.05.2023 17:28:58
51.0297	18.6667
52.8754	25.9488
54.7185	32.5642
56.5635	33.8463
58.406	33.1283
60.2502	41.0771
62.0919	59.0258
63.9355	72.9746
65.7765	87.59
67.6193	107.539
69.4595	121.488
71.3016	142.77
73.1412	164.052
74.9825	192
76.8214	193.949
78.662	219.231
80.5001	216.513
82.34	232.462
84.1774	249.744
86.0166	247.026
87.8532	260.975
89.6917	273.59
91.5276	259.539
93.3632	283.488
95.2006	263.437
97.0355	270.719
98.8721	277.334
100.706	277.95
102.54	279.232
104.376	287.18
106.209	294.463
108.041	301.078
109.876	297.027
111.708	290.309
113.542	286.258
115.373	286.206
117.204	292.822
119.036	294.77
120.867	292.053
122.697	294.668
124.526	297.283
126.357	306.565
128.186	282.514
130.014	279.796
131.845	285.745
133.672	286.361
135.5	305.643
137.327	291.591
139.155	300.873
140.982	288.822
142.807	296.104
144.633	306.72
146.46	296.002
148.285	308.617
150.11	314.566
151.934	325.848
153.757	303.13
155.583	287.079
157.406	303.028
159.229	310.31
161.051	305.592
162.873	311.541
164.697	312.823
166.518	317.438
168.339	299.387
170.159	302.002
171.98	319.951
173.799	315.9
175.619	304.515
177.44	303.797
179.259	315.079
181.077	317.028
182.895	318.977
184.713	313.592
186.53	314.208
188.347	304.156
190.164	314.105
191.98	316.054
193.796	298.669
195.612	315.951
197.427	313.9
199.242	314.516
201.059	314.464
202.873	321.08
204.686	318.362
206.5	316.311
208.313	314.926
210.126	316.208
211.938	315.49
213.75	313.439
215.562	305.388
217.373	320.67
219.184	314.619
220.993	313.234
222.803	323.183
224.613	316.465
226.422	322.414
228.232	317.696
230.04	312.978
231.849	325.593
233.657	318.875
235.465	312.824
237.272	314.106
239.079	316.721
240.886	328.67
242.693	321.286
244.497	314.568
246.302	309.85
248.108	312.465
249.913	336.414
251.717	341.029
253.521	322.978
255.325	327.594
257.127	321.542
258.93	326.158
260.733	319.44
262.535	313.389
264.338	330.004
266.137	334.619
267.939	323.901
269.74	321.85
271.541	324.466
273.341	341.081
275.139	317.697
276.939	334.312
278.738	330.927
280.537	326.209
282.334	318.825
284.132	319.44
285.93	317.389
287.728	326.671
289.523	325.953
291.32	326.569
293.117	328.517
294.911	327.133
296.707	333.082
298.502	331.03
300.295	319.646
302.09	329.594
303.885	332.21
305.677	318.825
307.47	330.107
309.264	322.056
311.055	336.672
312.848	336.62
314.64	336.569
